tick,ainur,primary,conservative,majority
776,1.25,1.11,1.01,0.9
777,1.25,1.11,1.01,0.9
778,1.25,1.11,1.01,0.9
779,1.25,1.11,1.01,0.9
780,1.25,1.11,1.01,0.9
781,1.25,1.11,1.01,0.9
782,1.25,1.11,1.01,0.9
783,1.25,1.11,1.01,0.9
784,1.25,1.11,1.01,0.9
785,1.25,1.11,1.01,0.9
786,1.25,1.11,1.01,0.9
787,1.25,1.11,1.01,0.9
788,1.25,1.11,1.01,0.9
789,1.25,1.11,1.01,0.9
790,1.25,1.11,1.01,0.9
791,1.25,1.11,1.01,0.9
792,1.25,1.11,1.01,0.9
793,1.25,1.11,1.01,0.9
794,1.25,1.11,1.01,0.9
795,1.25,1.11,1.01,0.9
796,1.25,1.11,1.01,0.9
797,1.25,1.11,1.01,0.9
798,1.25,1.11,1.01,0.9
799,1.25,1.11,1.01,0.9
800,1.25,1.11,1.01,0.9
801,1.25,1.11,1.01,0.9
802,1.25,1.11,1.01,0.9
803,1.25,1.11,1.01,0.9
804,1.25,1.11,1.01,0.9
805,1.25,1.11,1.01,0.9
806,1.25,1.11,1.01,0.9
807,1.25,1.11,1.01,0.9
808,1.25,1.11,1.01,0.9
809,1.25,1.11,1.01,0.9
810,1.25,1.11,1.01,0.9
811,1.25,1.11,1.01,0.9
812,1.25,1.11,1.01,0.9
813,1.25,1.11,1.01,0.9
814,1.25,1.11,1.01,0.9
815,1.25,1.11,1.01,0.9
816,1.25,1.11,1.01,0.9
817,1.25,1.11,1.01,0.9
818,1.25,1.11,1.01,0.9
819,1.25,1.11,1.01,0.9
820,1.25,1.11,1.01,0.9
821,1.25,1.11,1.01,0.9
822,1.25,1.11,1.01,0.9
823,1.25,1.11,1.01,0.9
824,1.25,1.11,1.01,0.9
825,1.25,1.11,1.01,0.9
826,1.25,1.11,1.01,0.9
827,1.25,1.11,1.01,0.9
828,1.25,1.11,1.01,0.9
829,1.25,1.11,1.01,0.9
830,1.25,1.11,1.01,0.9
831,1.25,1.11,1.01,0.9
832,1.25,1.11,1.01,0.9
833,1.25,1.11,1.01,0.9
834,1.25,1.11,1.01,0.9
835,1.25,1.11,1.01,0.9
836,1.25,1.11,1.01,0.9
837,1.25,1.11,1.01,0.9
838,1.25,1.11,1.01,0.9
839,1.25,1.11,1.01,0.9
840,1.25,1.11,1.01,0.9
841,1.25,1.11,1.01,0.9
842,1.25,1.11,1.01,0.9
843,1.25,1.11,1.01,0.9
844,1.25,1.11,1.01,0.9
845,1.25,1.11,1.01,0.9
846,1.25,1.11,1.01,0.9
847,1.25,1.11,1.01,0.9
848,1.25,1.11,1.01,0.9
849,1.25,1.11,1.01,0.9
850,1.25,1.11,1.01,0.9
851,1.25,1.11,1.01,0.9
852,1.25,1.11,1.01,0.9
853,1.25,1.11,1.01,0.9
854,1.25,1.11,1.01,0.9
855,1.25,1.11,1.01,0.9
856,1.25,1.11,1.01,0.9
857,1.25,1.11,1.01,0.9
858,1.25,1.11,1.01,0.9
859,1.25,1.11,1.01,0.9
860,1.25,1.11,1.01,0.9
861,1.25,1.11,1.01,0.9
862,1.25,1.11,1.01,0.9
863,1.25,1.11,1.01,0.9
864,1.25,1.11,1.01,0.9
865,1.25,1.11,1.01,0.9
866,1.25,1.11,1.01,0.9
867,1.25,1.11,1.01,0.9
868,1.25,1.11,1.01,0.9
869,1.25,1.11,1.01,0.9
870,1.25,1.11,1.01,0.9
871,1.25,1.11,1.01,0.9
872,1.25,1.11,1.01,0.9
873,1.25,1.11,1.01,0.9
874,1.25,1.11,1.01,0.9
875,1.25,1.11,1.01,0.9
876,1.25,1.11,1.01,0.9
877,1.25,1.11,1.01,0.9
878,1.25,1.11,1.01,0.9
879,1.25,1.11,1.01,0.9
880,1.25,1.11,1.01,0.9
881,1.25,1.11,1.01,0.9
882,1.25,1.11,1.01,0.9
883,1.25,1.11,1.01,0.9
884,1.25,1.11,1.01,0.9
885,1.25,1.11,1.01,0.9
886,1.25,1.11,1.01,0.9
887,1.25,1.11,1.01,0.9
888,1.25,1.11,1.01,0.9
889,1.25,1.11,1.01,0.9
890,1.25,1.11,1.01,0.9
891,1.25,1.11,1.01,0.9
892,1.25,1.11,1.01,0.9
893,1.25,1.11,1.01,0.9
894,1.25,1.11,1.01,0.9
895,1.25,1.11,1.01,0.9
896,1.25,1.11,1.01,0.9
897,1.25,1.11,1.01,0.9
898,1.25,1.11,1.01,0.9
899,1.25,1.11,1.01,0.9
900,1.25,1.11,1.01,0.9
901,1.25,1.11,1.01,0.9
902,1.25,1.11,1.01,0.9
903,1.25,1.11,1.01,0.9
904,1.25,1.11,1.01,0.9
905,1.25,1.11,1.01,0.9
906,1.25,1.11,1.01,0.9
907,1.25,1.11,1.01,0.9
908,1.25,1.11,1.01,0.9
909,1.25,1.11,1.01,0.9
910,1.25,1.11,1.01,0.9
911,1.25,1.11,1.01,0.9
912,1.25,1.11,1.01,0.9
913,1.25,1.11,1.01,0.9
914,1.25,1.11,1.01,0.9
915,1.25,1.11,1.01,0.9
916,1.25,1.11,1.01,0.9
917,1.25,1.11,1.01,0.9
918,1.25,1.11,1.01,0.9
919,1.25,1.11,1.01,0.9
920,1.25,1.11,1.01,0.9
921,1.25,1.11,1.01,0.9
922,1.25,1.11,1.01,0.9
923,1.25,1.11,1.01,0.9
924,1.25,1.11,1.01,0.9
925,1.25,1.11,1.01,0.9
926,1.25,1.11,1.01,0.9
927,1.25,1.11,1.01,0.9
928,1.25,1.11,1.01,0.9
929,1.25,1.11,1.01,0.9
930,1.25,1.11,1.01,0.9
931,1.25,1.11,1.01,0.9
932,1.25,1.11,1.01,0.9
933,1.25,1.11,1.01,0.9
934,1.25,1.11,1.01,0.9
935,1.25,1.11,1.01,0.9
936,1.25,1.11,1.01,0.9
937,1.25,1.11,1.01,0.9
938,1.25,1.11,1.01,0.9
939,1.25,1.11,1.01,0.9
940,1.25,1.11,1.01,0.9
941,1.25,1.11,1.01,0.9
942,1.25,1.11,1.01,0.9
943,1.25,1.11,1.01,0.9
944,1.25,1.11,1.01,0.9
945,1.25,1.11,1.01,0.9
946,1.25,1.11,1.01,0.9
947,1.25,1.11,1.01,0.9
948,1.25,1.11,1.01,0.9
949,1.25,1.11,1.01,0.9
950,1.25,1.11,1.01,0.9
951,1.25,1.11,1.01,0.9
952,1.25,1.11,1.01,0.9
953,1.25,1.11,1.01,0.9
954,1.25,1.11,1.01,0.9
955,1.25,1.11,1.01,0.9
956,1.25,1.11,1.01,0.9
957,1.25,1.11,1.01,0.9
958,1.25,1.11,1.01,0.9
959,1.25,1.11,1.01,0.9
960,1.25,1.11,1.01,0.9
961,1.25,1.11,1.01,0.9
962,1.25,1.11,1.01,0.9
963,1.25,1.11,1.01,0.9
964,1.25,1.11,1.01,0.9
965,1.25,1.11,1.01,0.9
966,1.25,1.11,1.01,0.9
967,1.25,1.11,1.01,0.9
968,1.25,1.11,1.01,0.9
969,1.25,1.11,1.01,0.9
970,1.25,1.11,1.01,0.9
971,1.25,1.11,1.01,0.9
972,1.25,1.11,1.01,0.9
973,1.25,1.11,1.01,0.9
974,1.25,1.11,1.01,0.9
975,1.25,1.11,1.01,0.9
976,1.25,1.11,1.01,0.9
977,1.25,1.11,1.01,0.9
978,1.25,1.11,1.01,0.9
979,1.25,1.11,1.01,0.9
980,1.25,1.11,1.01,0.9
981,1.25,1.11,1.01,0.9
982,1.25,1.11,1.01,0.9
983,1.25,1.11,1.01,0.9
984,1.25,1.11,1.01,0.9
985,1.25,1.11,1.01,0.9
986,1.25,1.11,1.01,0.9
987,1.25,1.11,1.01,0.9
988,1.25,1.11,1.01,0.9
989,1.25,1.11,1.01,0.9
990,1.25,1.11,1.01,0.9
991,1.25,1.11,1.01,0.9
992,1.25,1.11,1.01,0.9
993,1.25,1.11,1.01,0.9
994,1.25,1.11,1.01,0.9
995,1.25,1.11,1.01,0.9
996,1.25,1.11,1.01,0.9
997,1.25,1.11,1.01,0.9
998,1.25,1.11,1.01,0.9
999,1.25,1.11,1.01,0.9
1000,1.25,1.11,1.01,0.9
